TITLE,CATEGORY,TYPE,MEDIUM,FRAME,PHOTO URL LINK,ARTIST,CONTRACTOR,FOUNDER,ARCHITECT,CARVER,DESIGNER,DATE,OBJECT HEIGHT (IN),OBJECT WIDTH (IN),OBJECT DEPTH (IN),OBJECT DIAMETER (IN),BASE HEIGHT (IN),BASE WIDTH (IN),BASE DEPTH (IN),BASE DIAMETER (IN),PLAQUE INSCRIPTION,SITE,STREET ADDRESS,CITY,ZIP CODE,STATE,LATITUDE,LONGITUDE,LOCATION,nbhdname,objectid
TALENTS DIVERSIFIED FIND VENT IN MYRIAD FORM,PAINTINGS,MURAL,OIL ON CANVAS WITH PLASTER RELIEF,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/TALENTS%20DIVERSIFIED%20FIND%20VENT%20IN%20MYRIAD%20FORM.HTML,WILLIAM DE LEFTWICH DODGE,,,,,,01/01/1931 12:00:00 AM,108,276,,,,,,,,1ST FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
WESTERN NEW YORK VIETNAM VETERANS MEMORIAL,SCULPTURE,RELIEF,GRANITE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/WNY%20VIETNAM%20VETERANS%20MEMORIAL.HTML,SIRIANNI,LCP CONSTRUCTION CORP,,DAVID K WIDENER,,LAWRENCE K MOSS,07/07/1984 12:00:00 AM,144,360,240,,,,,,WESTERN NEW YORK VIETNAM VETERANS,BUFFALO AND ERIE COUNTY NAVAL & MILITARY PARK,1 NAVAL PARK COVE,BUFFALO,"14202",NY,42.878077,-78.880826,"(42.878077, -78.880826)",Central,1.0000000000000000000000000000000
GATES CIRCLE URNS,DECORATIVE OBJECTS,URN,BRONZE,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/GATES%20CIRCLE%20URNS.HTML,UNKNOWN,,,,,,,42,30,30,,48,36,"36",,,GATES CIRCLE,DELAWARE AVE & LAFAYETTE AVE,BUFFALO,"14209",NY,42.920335,-78.868002,"(42.920335, -78.868002)",Elmwood Bidwell,7.0000000000000000000000000000000
BLACK ROCK HARBOR,DECORATIVE OBJECTS,PLAQUE,BRONZE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/BLACK%20ROCK%20HARBOR%20PLAQUE.HTML,UNKNOWN,,,,,,07/04/1978 12:00:00 AM,,,,,,,,,"BLACK ROCK HARBOR - JUNE 1823. DESIGNATED AS THE WESTERNMOST PORT OF THE ERIE CANAL FOR TRANSFER OF PASSENGERS AND CARGO. DEDICATED BY BLACK ROCK BUSINESSMEN'S ASSN. JULY 4, 1978.",MARKET SQUARE,AMHERST ST & NIAGARA ST,BUFFALO,"14207",NY,42.934465,-78.901991,"(42.934465, -78.901991)",Black Rock,8.0000000000000000000000000000000
KOREAN WAR MEMORIAL,SCULPTURE,RELIEF,GRANITE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/KOREAN%20WAR%20MEMORIAL.HTML,RALPH SIRIANNI,GALLE MEMORIAL STUDIO INCORPORATED,,DENNIS MALONEY,,,04/28/1990 12:00:00 AM,,,,,,,,,"KOREAN WAR MEMORIAL TIME CAPSULE - OPEN APRIL 28, 2090.",BUFFALO AND ERIE COUNTY NAVAL & MILITARY PARK,1 NAVAL PARK COVE,BUFFALO,"14202",NY,42.878077,-78.880826,"(42.878077, -78.880826)",Central,1.0000000000000000000000000000000
GEORGE WASHINGTON,DECORATIVE OBJECTS,PLAQUE,BRONZE ON BOULDER,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/GEORGE%20WASHINGTON%20TREE%20PLAQUE.HTML,UNKNOWN,,,,,,01/01/1932 12:00:00 AM,6,9,,,6,33,"24",,"IN MEMORY OF GEORGE WASHINGTON, 1732 - 1799, THIS TREE IS PLANTED BY BUFFALO CHAPTER D.A.C. IN THE BICENTENNIAL YEAR OF HIS BIRTH, 1932.",BUFFALO HISTORY MUSEUM,1 MUSEUM COURT,BUFFALO,"14216",NY,42.935415,-78.87627,"(42.935415, -78.87627)",Parkside,13.0000000000000000000000000000000
JOHN BOECHAT MEMORIAL,SCULPTURE,RELIEF,DEER ISLE GRANITE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/BOECHAT%20MEMORIAL.HTML,UNKNOWN,,,,,,05/29/1936 12:00:00 AM,48,30,18,,18,48,"24",,"THIS MEMORIAL IS DEDICATED TO THE MEMORY OF JOHN A. BOECHAT, 108TH INF. N.Y.N.G. AS REPRESENTATIVE OF THE BOYS FROM LAFAYETTE HIGH SCHOOL AND THIS SECTION OF BUFFALO WHOSE SERVICE AND SACRIFICE IN THE WORLD WAR 1917-1918, WERE IN THE CAUSE OF SECURITY, LIBERTY AND PEACE. DAUNTLESS YOU FRONTED DEATH. FOR ME RESTS TO FACE LIFE AS FEARLESSLY.",COLONIAL CIRCLE,BIDWELL PKWY,BUFFALO,"14222",NY,42.920769,-78.881047,"(42.920769, -78.881047)",Elmwood Bidwell,7.0000000000000000000000000000000
ANDREW ADAMS,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,321 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
SPIRIT OF WOMANHOOD,SCULPTURE,FIGURATIVE,BRONZE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/SPIRIT%20OF%20WOMANHOOD.HTML,LARRY W GRIFFIS JR,,,,,,12/01/1962 12:00:00 AM,176.004,72,24,,66,24,"24",,"GIFT OF JAMES G. FORSYTH, 1962, SPIRIT OF WOMANHOOD BY GRIFFIS.",DELAWARE PARK,MEADOW DRIVE,BUFFALO,"14216",NY,42.935624,-78.875722,"(42.935624, -78.875722)",Parkside,13.0000000000000000000000000000000
MAYOR SOLOMON G HAVEN,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/SOLOMON%20HAVEN.HTML,L G SELLSTEDT,,,,,,01/01/1899 12:00:00 AM,30,25,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
MAYOR HIRAM BARTON,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/HIRAM%20BARTON.HTML,UNKNOWN,,,,,,03/01/1853 12:00:00 AM,36,29,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
COUNCIL PRESIDENT KNEELAND B WILKES,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/KNEELAND%20WILKES.HTML,J C MAZUR,,,,,,,23,19,,,,,,,,COUNCIL CHAMBER CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
BUFFALO STREET MAP,GRAPHIC ARTS,MAP,PARCHMENT,true,UNKNOWN,SMITH BROTHERS COMPANY,,,,,,01/01/1856 12:00:00 AM,,,,,,,,,,502 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
COUNCIL PRESIDENT PETER J CROTTY,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/PETER%20CROTTY.HTML,VIRGINIA TILLOU,,,,,,,30,25,,,,,,,,COUNCIL CHAMBER CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
PRESIDENT GROVER CLEVELAND,SCULPTURE,FIGURATIVE,BRONZE AND GRANITE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CLEVELAND.HTML,BRYANT BAKER,,ROMAN BRONZE WORKS,,,ROMAN BRONZE WORKS,07/01/1932 12:00:00 AM,108,36,36,,72,48,"48",,"GROVER CLEVELAND 1837-1908, MAYOR OF BUFFALO 1882, GOVERNOR OF NEW YORK STATE 1883-1884, PRESIDENT OF THE UNITED STATES 1885-1889, 1893-1897. I HAVE TRIED SO HARD TO DO RIGHT.' THIS STATUE WAS ERECTED FROM A FUND BEQUEATHED TO THE CITY OF BUFFALO BY JAMES G. FORSYTH.",CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
BUFFALO STREET MAP,GRAPHICS,MAP,CLOTH MAP IN WOOD  CASE,true,UNKNOWN,UNKNOWN,,,,,,01/01/1928 12:00:00 AM,,,,,,,,,,1ST FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
MAYOR HENRY K SMITH,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/HENRY%20SMITH.HTML,UNKNOWN,,,,,,,30.125,25,,,,,,,,2ND FLOOR STORAGE CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
CHARLES R TURNER,DECORATIVE OBJECTS,PLAQUE,BRONZE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CHARLES%20R.%20TURNER%20PLAQUE.HTML,UNKNOWN,,,,,,,24,18,,,30,42,"24",,"CHARLES R. TURNER, HUMANITARIAN, PHILANTHROPIST AND CIVIC LEADER, BORN DEC. 1, 1904, DIED JULY 2, 1977. CHAIRMAN OF THE BOARD OF PARKING, 1959 TO 1977. UNDER HIS LEADERSHIP, TEN MUNICIPAL PARKING RAMPS WERE CONSTRUCTED.",TURNER PARKING RAMP,1 PERKINS DR,BUFFALO,"14202",NY,42.885914,-78.879544,"(42.885914, -78.879544)",Central,1.0000000000000000000000000000000
HISTORIC BLUE PRINTS,GRAPHIC ARTS,BLUE PRINTS,PAPER,false,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,1308 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
MAYOR SHELDON THOMPSON,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/SHELDON%20THOMPSON.HTML,UNKNOWN,,,,,,,36,29,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
PRESIDENT MILLARD FILLMORE,SCULPTURE,FIGURATIVE,BRONZE AND GRANITE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/FILLMORE.HTML,BRYANT BAKER,,ROMAN BRONZE WORKS,,,ROMAN BRONZE WORKS,07/01/1933 12:00:00 AM,108,36,36,,72,48,"48",,"MILLARD FILLMORE 1900-1874, 13TH PRESIDENT OF THE U.S., LAWYER, EDUCATOR, PHILANTHROPIST, STATESMAN. ERECTED BY THE STATE OF NEW YORK TO HONOR AN ILLUSTRIOUS CITIZEN OF BUFFALO.",CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
ANTIQUE CLOCK,DECORATIVE OBJECTS,ANTIQUE CLOCK,MIXED MEDIA,false,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,502 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
SAMUEL MANNING WELCH,SCULPTURE,FIGURATIVE,BRONZE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/WELCH.HTML,EUGENE MORAHAN,,ROMAN BRONZE WORKS,,,ROMAN BRONZE WORKS,01/01/1926 12:00:00 AM,96,30,30,,96,48,"48",,"SAMUEL MANNING WELCH 1851-1919, CITIZEN 1879, SOLDIER 1915, SERVED IN THE NATIONAL GUARD OF NEW YORK 1887-1911, COLONEL 65TH INFANTRY 1898, COLONEL 65TH NEW YORK INFANTRY IN SPANISH AMERICAN WAR 1911-1915, BRIGADIER GENERAL 4TH BRIGADE N.G.N.Y., BREVET MAJOR GENERAL, THE TRIBUTE TO HIM AS A MAN AND PATRIOT IS MADE BY HIS COMRADES AND FRIENDS.",STREET TRIANGLE MEDIAN,JERGE DR & S ELMWOOD AVENUE,BUFFALO,"14202",NY,42.887345,-78.879287,"(42.887345, -78.879287)",Central,1.0000000000000000000000000000000
MAYOR EBENEZER JOHNSON,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/EBENEZER%20JOHNSON.HTML,JAMES JACKSON,,,,,,03/01/1833 12:00:00 AM,32,25,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
FIREMAN'S MONUMENT,SCULPTURE,FIGURATIVE,WHITE MARBLE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/FIREMAN'S%20MONUMENT.HTML,WILLIAM LAUTZ,JOSEPH ROSE AND COMPANY,,VOLUNTEER FIREMAN BENEVOLENT ASSOCIATION OF BUFFALO,,,11/02/1870 12:00:00 AM,78,24,24,,18,,,"24",,BUFFALO FIRE STATION HEADQUARTERS,195 COURT ST,BUFFALO,"14202",NY,42.887398,-78.880849,"(42.887398, -78.880849)",Lower West Side,2.0000000000000000000000000000000
PROTECTION,PAINTINGS,LUNETTE MURAL,OIL ON CANVAS WITH PLASTER RELIEF,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/PROTECTION.HTML,WILLIAM DE LEFTWICH DODGE,,,,,,01/01/1931 12:00:00 AM,108,132,,,,,,,,1ST FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
MAYOR CHARLES E ROESCH,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CHARLES%20ROESCH.HTML,EDWARD RIEGEL,,,,,,01/01/1939 12:00:00 AM,30.0625,23.875,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
CHIEF RED JACKET,SCULPTURE,FIGURATIVE,BRONZE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/RED%20JACKET.HTML,BUREAU BROTHERS,,,,,,01/01/1890 12:00:00 AM,120,30,60,,168,,,"60","RED JACKET, SA-CO-YE-WAT-HA (KE KEEPS THEM AWAKE), DIED AT BUFFALO CREEK JANUARY 20, 1839 AGED 78 YEARS. 'WHEN I AM GONE AND MY WARNINGS ARE NO LONGER HEEDED. THE GRAFT AND AVARICE OF THE WHITE MAN WILL PREVAIL. MY HEART FAILS ME WHEN I THINK OF MY PEOPLE, SO SOON TO BE SCATTERED AND FORGOTTEN.' ERECTED BY THE BUFFALO HISTORICAL SOCIETY IN 1890.",FOREST LAWN CEMETERY,1411 DELAWARE AVE,BUFFALO,"14209",NY,42.926944,-78.861172,"(42.926944, -78.861172)",Elmwood Bidwell,7.0000000000000000000000000000000
MAYOR CHARLES F BISHOP,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/CHARLES%20BISHOP.HTML,J P SELINGER,,,,,,,36,30,,,,,,,,2ND FLOOR STORAGE CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
FREEDOM MEMORIAL,SCULPTURE,FIGURATIVE AND RELIEF,GRANITE AND BRONZE,false,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,STREET CORNER SE,GRIDER ST & NORTHLAND AVE,BUFFALO,"14211",NY,42.918798,-78.829261,"(42.918798, -78.829261)",Delavan Grider,19.0000000000000000000000000000000
VETERANS OF WWII MEMORIAL,SCULPTURE,FIGURATIVE AND RELIEF,GRANITE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/VETERANS%20WWII%20MEMORIAL.HTML,UNKNOWN,,,,,,,108,48,12,,12,60,"24",,"IN MEMORY OF THE SONS AND DAUGHTERS OF THIS COMMUNITY WHO SERVED IN THE ARMED FORCES OF OUR COUNTRY TO PRESERVE OUR HERITAGE, OUR FREEDOM AND OUR WAY OF LIFE DURING WORLD WAR II AND KOREAN WAR, VIETNAM. AMERICAN LEGION 1010-1041, CATHOLIC WAR VETERANS POST 868, VETERANS OF FOREIGN WARS POST 2430, ARMY-NAVY UNION GARRISON 14.",RIVERSIDE PARK,2607 NIAGARA ST,BUFFALO,"14207",NY,42.955957,-78.910804,"(42.955957, -78.910804)",Riverside,10.0000000000000000000000000000000
PROPOSED CITY HALL RENDERING,GRAPHIC ARTS,DRAWING,PAPER,true,UNKNOWN,UNKNOWN,,,,,,01/01/1926 12:00:00 AM,,,,,,,,,,6TH FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
DAYS PARK FOUNTAIN,DECORATIVE OBJECTS,FOUNTAIN,METAL AND CONCRETE,false,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/DAYS%20PARK%20FOUNTAIN.HTML,UNKNOWN,,,,,,,,,,,,,,,,DAYS PARK,DAYS PARK,BUFFALO,"14201",NY,42.898328,-78.881986,"(42.898328, -78.881986)",Allentown,3.0000000000000000000000000000000
100TH VOLUNTEER INFANTRY CIVIL WAR MEMORIAL,DECORATIVE OBJECTS,PLAQUE,BRONZE,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/100TH%20NY%20VOLUNTEER%20INFANTRY%20CIVIL%20WAR%20MEMORIAL.HTML,UNKNOWN,,,,,,03/01/1916 12:00:00 AM,36,24,,,72,48,"36",,,FRONT PARK,BUSTI AVE,BUFFALO,"14213",NY,42.902176,-78.89826,"(42.902176, -78.89826)",West Side,4.0000000000000000000000000000000
PAVING RECORD 1894 - 1907,GRAPHIC ARTS,BOOK,CLOTH BINDER AND PAPER,false,UNKNOWN,UNKNOWN,,,,,,03/01/1907 12:00:00 AM,,,,,,,,,,2001 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
BUFFALO ZOO RENDERING,GRAPHIC ARTS,DRAWING,PAPER,false,UNKNOWN,UNKNOWN,,,,,,,,,,,,,,,,6TH FLOOR CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
WILLIAM MCKINLEY MARKER,DECORATIVE OBJECTS,PLAQUE,BRONZE AND BOULDER,false,HTTP://WWW.CITY-BUFFALO.COM/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/MCKINLEY%20MARKER.HTML,UNKNOWN,,,,,,01/01/1907 12:00:00 AM,18,24,,,24,,,"36","IN THE PAN-AMERICAN TEMPLE OF MUSIC WHICH COVERED THIS SPOT PRESIDENT MCKINLEY WAS FATALLY SHOT SEPT. 4, 1901. THIS MARKER PLACED BY THE BUFFALO HISTORICAL SOCIETY.",STREET MEDIAN,30 FORDHAM DR,BUFFALO,"14216",NY,42.938667,-78.874943,"(42.938667, -78.874943)",Parkside,13.0000000000000000000000000000000
MAYOR WILLIAM G FARGO,PAINTINGS,PORTRAIT,OIL ON CANVAS,true,HTTP://WWW.CI.BUFFALO.NY.US/FILES/1_2_1/PUBLIC%20ART%20WEBSITE/WEB%20PAGES/WILLIAM%20FARGO.HTML,UNKNOWN,,,,,,,36,29,,,,,,,,201 CITY HALL,65 NIAGARA SQUARE,BUFFALO,"14202",NY,42.886641,-78.879354,"(42.886641, -78.879354)",Central,1.0000000000000000000000000000000
